gene,SRR13587899,SRR13587900,SRR13587901,SRR13587902,SRR13587903,SRR13587904
Zm00001d007593,0.130877,0.16592300000000001,0.08328300000000001,1.427447,1.479593,0.774095
Zm00001d007594,79.624847,59.137271999999996,74.272911,23.641023999999998,24.399586,21.680609
Zm00001d007595,18.609997,28.503832,30.663839000000003,0.008013,0.022462,0.029316000000000002
Zm00001d007596,5.7309529999999995,6.738645,6.093564,6.293664,5.821423,7.90873
Zm00001d007597,7.837517,8.338721000000001,7.460050999999999,7.216686,5.108383,7.13358
Zm00001d007598,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007599,23.792227,21.548996,20.135676999999998,11.385844,14.457831,13.561144
Zm00001d007600,28.113207,23.533466,23.394154,17.078685999999998,19.417606,22.005308
Zm00001d007601,0.0,0.022668,0.0,0.025822,0.0,0.025653
Zm00001d007602,0.110518,0.043674,0.121857,0.030724,0.0,0.042496
Zm00001d007603,0.08591,0.235186,0.283964,0.10275999999999999,0.21510500000000002,0.24593600000000002
Zm00001d007604,0.0,0.017366999999999997,0.0,0.0,0.057267,0.045193000000000004
Zm00001d007605,6.233036,9.380491000000001,8.853743,0.008834999999999999,0.0,0.0
Zm00001d007606,0.156168,0.120727,0.202755,0.279306,0.039327,0.234896
Zm00001d007607,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007608,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007609,1.408971,1.8364580000000001,0.274219,4.046298,2.480226,1.207716
Zm00001d007610,11.81045,11.226887,12.079042999999999,10.255371,10.882247,12.154902
Zm00001d007616,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007618,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007620,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007623,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007624,0.0,0.0,0.020038,0.0,0.0,0.0
Zm00001d007625,0.0,0.026112,0.0,0.0,0.0,0.058681
Zm00001d007626,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007629,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007630,4.0404599999999995,6.845717,7.414534,8.216322,6.7803320000000005,7.223781
Zm00001d007631,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007632,33.551037,45.730171,44.888965999999996,55.921101,47.349331,59.377930000000006
Zm00001d007633,50.435696,35.724346000000004,45.630928000000004,42.209061,54.24596,43.970146
Zm00001d007634,0.0,0.0,0.0,6.360318,5.779962,9.046596000000001
Zm00001d007635,36.143654,36.705532,37.922290999999994,14.431957999999998,12.1334,22.280306
Zm00001d007636,40.081902,40.439995,38.551586,33.943366999999995,30.449392,38.073734
Zm00001d007637,0.0,0.0,0.0,0.8694559999999999,0.759975,1.132356
Zm00001d007638,132.11882,126.06251499999999,123.074242,102.553055,92.694351,108.47541799999999
Zm00001d007639,29.043163,43.150749,39.016566999999995,34.511219,26.082632,32.835178000000006
Zm00001d007640,21.612312,23.468021,22.187016,39.675255,32.361637,29.815485
Zm00001d007641,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007642,0.0,0.022609999999999998,0.05135,0.0,0.0,0.0
Zm00001d007643,0.0,0.0,0.09602999999999999,5.295573,3.195751,4.159989
Zm00001d007644,0.051791,0.0,0.0,33.205996999999996,27.490982000000002,25.276398
Zm00001d007645,33.814079,37.994884000000006,38.639843,36.7738,34.65984,34.15567
Zm00001d007646,0.0,0.0,0.0,6.579803,5.289087,5.295088
Zm00001d007647,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007650,35.892421999999996,43.332939,40.12748,44.519508,32.301357,32.650768
Zm00001d007651,1.129877,0.081361,0.268049,0.327471,0.0,1.111027
Zm00001d007652,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007653,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007654,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007655,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007656,1.22305,0.563972,1.165563,11.816761999999999,11.069103,12.01084
Zm00001d007657,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007658,0.10853199999999999,0.39271500000000004,0.35022800000000004,0.0,0.0,0.0
Zm00001d007659,0.267939,0.0,0.0,0.0,0.0,0.0
Zm00001d007661,12.504251,15.699725,14.627522,16.613415,12.505376,14.794335
Zm00001d007662,0.0,0.035632,0.014459999999999999,0.0,0.0,0.0
Zm00001d007664,0.013816,0.035632,0.019708,0.0,0.0,0.0
Zm00001d007665,3.267251,4.428309,4.35289,4.546759,4.023763,4.1070400000000005
Zm00001d007666,0.009361,0.14947,0.050863,0.0,0.0,0.0
Zm00001d007667,4.474139,9.442354,4.980357,2.292684,2.029273,2.3211779999999997
Zm00001d007669,0.0,0.033018,0.038627,0.0,0.0,0.0
Zm00001d007670,1.010256,1.6617830000000002,1.008681,3.511274,3.133568,3.846426
Zm00001d007672,0.0,0.009255,0.041144,4.9852360000000004,4.727118,5.043872
Zm00001d007675,31.917241999999998,52.754539,47.38739,22.030134,16.468603,22.368505
Zm00001d007676,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007677,96.033936,120.11613500000001,117.462791,74.364738,59.062077,90.032791
Zm00001d007678,0.19942200000000002,0.302255,0.181077,4.090185,3.2079169999999997,4.366551
Zm00001d007679,86.00784300000001,112.74178300000001,97.669609,61.213618999999994,43.582596,74.17801700000001
Zm00001d007681,0.0,0.0,0.0,0.0,0.013133,0.0511
Zm00001d007682,23.023294,21.491385,21.89711,18.939583,18.370977,18.406664000000003
Zm00001d007683,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007684,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007685,0.104082,0.313812,0.22751500000000002,0.743892,0.912784,0.6499020000000001
Zm00001d007686,1.65156,1.818457,1.114746,4.264034,4.227975,3.514278
Zm00001d007687,0.364562,0.31909299999999996,0.21650100000000003,0.0,0.0,0.0
Zm00001d007688,3.718572,7.683589,8.080278,0.0,0.0,0.0
Zm00001d007691,0.0,0.033365,0.060813,0.026569,0.0,0.0
Zm00001d007692,15.412348000000001,21.264591,18.303022,17.646784,13.368257999999999,16.867298
Zm00001d007694,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007695,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007697,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007698,60.745318999999995,94.041794,80.207848,61.152508,42.982459999999996,67.30986800000001
Zm00001d007700,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007701,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007702,0.11694500000000001,0.0,0.0,0.0,0.0,0.0
Zm00001d007705,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007706,26.113577,23.234703,23.299372,15.40851,14.680679000000001,13.321454000000001
Zm00001d007707,0.0,0.0,0.044015,0.0,0.023506,0.029417000000000002
Zm00001d007708,0.07304,0.004302,0.0,1.2960180000000001,1.7505240000000002,2.001264
Zm00001d007709,1.450331,2.3931310000000003,2.515468,0.127524,0.452366,0.44993900000000003
Zm00001d007710,0.005906000000000001,0.011704,0.07065199999999999,0.0,0.0,0.0
Zm00001d007712,0.35941100000000004,1.093244,0.5401729999999999,0.066526,0.041576999999999996,0.106887
Zm00001d007713,0.0,0.0,0.044675,0.0,0.0,0.0
Zm00001d007714,4.035578,4.060057,5.1693370000000005,0.19187,0.10715699999999999,0.099902
Zm00001d007715,26.25058,37.352173,35.501209,0.0,0.0,0.0
Zm00001d007716,0.855562,1.4997690000000001,1.311896,0.17202699999999999,0.41969799999999996,0.308479
Zm00001d007717,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007718,0.090547,0.08327000000000001,0.0,1.967021,2.246613,1.653591
Zm00001d007719,30.925001,53.558777,49.763474,36.092339,20.344501,37.887764000000004
Zm00001d007720,0.0,0.0,0.0,1.8282779999999998,1.810541,2.670827
Zm00001d007725,0.0,0.0,0.0,0.0,0.0,0.007659
Zm00001d007726,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007727,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007728,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007729,0.263328,0.101079,0.372556,7.311211999999999,6.749210000000001,10.322641
Zm00001d007732,0.0,0.0,0.0,0.133496,0.26291,0.243743
Zm00001d007733,0.0,0.0,0.0,0.0,0.0,0.035907
Zm00001d007735,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007740,0.0,0.0,0.0,0.091655,0.0,0.024858
Zm00001d007743,1.150665,1.219927,0.75456,0.801524,0.512892,0.618334
Zm00001d007744,0.0,0.12667,0.031247000000000004,0.0,0.0,0.0
Zm00001d007745,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007746,0.0,0.0,0.0,0.065773,0.0,0.0
Zm00001d007748,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007750,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007752,0.859332,0.829953,0.616575,2.072636,1.568298,2.577707
Zm00001d007753,0.046459,0.0,0.0,0.0,0.0,0.0
Zm00001d007754,25.810133,31.961385999999997,28.334034000000003,19.73712,17.331478,27.284746000000002
Zm00001d007755,123.872169,138.589371,130.367081,99.40387700000001,82.73642,137.241699
Zm00001d007756,0.0,0.0,0.0,0.0,0.0,1.4999999999999999e-05
Zm00001d007757,96.166756,114.002342,109.15686000000001,85.71875,72.44109300000001,108.07904099999999
Zm00001d007758,71.404816,89.994888,75.962677,41.703865,36.678452,58.649761
Zm00001d007759,0.0,0.0,0.0,0.0,0.0,2.2e-05
Zm00001d007760,10.76299,14.806273000000001,12.483271,12.956614,11.201331,16.601341
Zm00001d007761,0.0,0.0,0.0,0.0446,0.0,2.2e-05
Zm00001d007762,6.8866,8.216552,7.143121000000001,7.053342999999999,7.8731279999999995,5.890792
Zm00001d007763,39.395557000000004,35.630736999999996,41.852641999999996,44.06007,53.478984999999994,41.261871
Zm00001d007764,10.693228,17.415160999999998,14.62737,11.241398,9.952357000000001,12.41653
Zm00001d007765,16.862635,15.349191000000001,15.714108,1.040542,0.632201,0.72511
Zm00001d007766,83.787712,60.243587,65.913528,200.578583,213.69511400000002,69.710915
Zm00001d007767,193.163452,176.817505,179.66655,142.118073,155.71315,151.034698
Zm00001d007768,8.949464,10.072598,7.788023,10.715448,8.915741,9.029595
Zm00001d007769,30.829072999999998,36.537174,34.112545000000004,29.936884000000003,25.33462,28.641396000000004
Zm00001d007770,54.895874,83.985748,73.980858,64.42411,51.950184,58.876034
Zm00001d007771,0.160486,0.7529239999999999,0.281143,1.3882370000000002,1.252432,1.666952
Zm00001d007772,12.529326,14.383672,15.154878,10.066513,8.271643,12.036118
Zm00001d007773,0.125157,0.25358400000000003,0.30541599999999997,0.037264,0.0,0.037699
Zm00001d007774,1.485118,2.313639,2.060412,2.977673,1.577849,1.716423
Zm00001d007775,0.186673,0.44073599999999996,0.328769,0.0,0.0,0.0
Zm00001d007776,8.455622,12.286863,11.805791000000001,13.344267000000002,11.020927,14.168721
Zm00001d007777,0.0,0.0,0.06994700000000001,0.0,0.018037,0.0
Zm00001d007778,10.371572,15.346635999999998,11.208872999999999,15.965959,10.364364,13.943191
Zm00001d007780,0.003483,0.1517,0.12546,0.520221,0.630903,0.38563600000000003
Zm00001d007781,0.0,0.0,0.0,0.177402,0.323608,0.107926
Zm00001d007782,13.192510999999998,18.438288,16.007624,15.736760999999998,12.394459,15.303053
Zm00001d007783,4.698723,5.153233999999999,5.673302,6.292671,4.441479,7.084283
Zm00001d007784,171.521286,227.46641499999998,220.691788,101.940163,87.958015,111.32448600000001
Zm00001d007785,31.211025,31.808722999999997,30.647510999999998,50.654182,41.030151000000004,34.39901
Zm00001d007786,0.078235,0.094029,0.14264300000000002,0.022129,0.008893999999999999,0.070199
Zm00001d007787,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007788,0.23364000000000001,0.042966000000000004,0.22606500000000002,0.040406,0.0,0.0
Zm00001d007789,4.447731,6.792785,7.655933999999999,1.289504,1.201384,1.3169799999999998
Zm00001d007790,15.187414000000002,15.557988,16.892765,1.6428919999999998,1.159381,1.247688
Zm00001d007791,0.0,0.0,0.05770499999999999,0.0,0.0,0.15268299999999999
Zm00001d007792,0.0,0.0,0.0,0.018312000000000002,0.0184,0.018421
Zm00001d007793,20.132517,17.781548,20.428019,2.7075150000000003,2.878749,2.578941
Zm00001d007795,0.029487,0.160076,0.020993,5.168714,5.620351,6.773523
Zm00001d007799,11.48974,14.211257999999999,14.312634,15.509189000000001,11.216557,15.418906
Zm00001d007800,25.9394,17.140251,22.075953,24.331789,34.621696,30.038261
Zm00001d007801,20.775646,30.354877000000002,20.714643,0.13549,0.149368,0.114167
Zm00001d007802,47.100983,53.721644999999995,45.428486,86.416634,70.93927,55.599453000000004
Zm00001d007803,0.061475999999999996,0.069649,0.0,0.0,0.0,0.0
Zm00001d007805,0.0,0.021713999999999997,0.0,0.0,0.0,0.0
Zm00001d007806,40.147533,58.192733999999994,49.734928000000004,32.512657,34.161804,49.498531
Zm00001d007807,95.284554,121.117226,109.54265600000001,62.144165,47.341503,67.727028
Zm00001d007808,0.120219,0.104172,0.087147,0.03185,0.089744,0.07842
Zm00001d007810,306.86419700000005,329.718414,347.18902599999996,232.375854,250.867996,347.082092
Zm00001d007811,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007813,0.0,0.0,0.0,0.025041,0.0,0.0
Zm00001d007814,0.0,0.0,0.0,0.438213,0.333044,0.403054
Zm00001d007815,213.06041000000002,204.756622,237.171967,203.426147,194.283783,279.528564
Zm00001d007816,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007818,0.003939,0.0,0.0,0.228983,0.06609,0.058963999999999996
Zm00001d007819,287.824982,288.26229900000004,321.215302,177.629303,178.863754,281.645508
Zm00001d007820,6.409802,6.3824629999999996,5.68045,11.047085000000001,10.119966999999999,8.121661999999999
Zm00001d007821,21.618976999999997,30.6453,29.188414,25.219445999999998,23.842085,26.511919
Zm00001d007822,73.905174,60.500866,63.403465000000004,23.980169,26.933560999999997,19.308104999999998
Zm00001d007823,21.113407000000002,24.491707,20.470379,25.956745,18.072559,26.148439
Zm00001d007824,323.12649500000003,413.543884,293.33837900000003,335.43829300000004,302.070648,375.675476
Zm00001d007825,16.241478,17.569876,17.714985000000002,4.069509,3.336963,3.9790699999999997
Zm00001d007826,27.297146,37.000492,36.378563,44.587128,35.272568,47.747421
Zm00001d007827,40.433792,46.716438000000004,20.870779000000002,6.150986,3.081667,3.477472
Zm00001d007828,0.764199,1.058209,0.740698,0.0,0.0,0.0
Zm00001d007829,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007830,1.413151,1.127597,0.704244,3.534568,2.7839549999999997,2.323982
Zm00001d007831,0.073401,0.079911,0.0,0.326823,0.070227,0.0
Zm00001d007832,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007834,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007835,117.494743,150.764404,132.738571,171.214966,97.162689,84.942963
Zm00001d007836,0.857334,2.577379,0.142123,10.521067,5.073698,3.341993
Zm00001d007837,9.650094000000001,12.354205,12.631362,5.049828,6.510676999999999,2.8751849999999997
Zm00001d007838,4.340946,5.543553,5.155566,3.5442139999999998,2.426272,2.475009
Zm00001d007839,24.649504,28.360456,21.578198999999998,29.230076,27.379741999999997,24.806746
Zm00001d007840,15.359985,27.77903,19.980526,96.238007,69.062828,49.751709000000005
Zm00001d007842,38.370338000000004,39.427811,29.762590000000003,58.61845400000001,55.786944999999996,59.217316000000004
Zm00001d007843,0.0,0.0,0.0,0.06879400000000001,0.06554600000000001,0.054171000000000004
Zm00001d007844,1.852094,1.136358,1.089617,0.196025,0.148199,0.395465
Zm00001d007845,0.5001369999999999,0.346686,0.04761,2.644992,1.4096870000000001,0.745359
Zm00001d007846,0.08582200000000001,0.09679600000000001,0.34074,0.0,0.0,0.0
Zm00001d007847,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007848,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007849,46.936122999999995,48.313564,49.60725,45.915375,44.726681,48.904216999999996
Zm00001d007850,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007851,8.624163000000001,10.476875999999999,11.043714999999999,8.762129,7.349686999999999,8.929147
Zm00001d007853,6.4304,6.450153,6.700332,0.0,0.0,0.0
Zm00001d007854,0.0,0.05004,0.025234,0.13081900000000002,0.069026,0.060332000000000004
Zm00001d007856,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007857,1.1147340000000001,1.023458,1.311692,2.8342080000000003,1.924841,1.420663
Zm00001d007858,1.540475,1.51821,2.680654,2.709543,2.193828,2.795688
Zm00001d007859,0.0,0.117306,0.0,0.0,0.0,0.0
Zm00001d007860,0.0,0.0,0.0,0.003457,0.06141900000000001,0.0
Zm00001d007862,86.025131,142.71492,119.10481999999999,68.814026,53.172092000000006,78.097374
Zm00001d007864,4.795557,6.137078,3.586206,4.633516999999999,3.4021199999999996,4.231157
Zm00001d007865,61.850882999999996,82.07141899999999,76.57325,28.63448,20.191166,24.44315
Zm00001d007867,0.5967600000000001,0.5253939999999999,0.736487,0.0,0.0,0.0
Zm00001d007868,3.1983029999999997,4.7036,2.8695209999999998,2.555041,1.686123,1.9310720000000001
Zm00001d007869,1.032629,1.68425,0.610742,2.472203,2.07556,1.676794
Zm00001d007870,73.299255,66.28524,66.882164,89.432007,86.841202,90.612465
Zm00001d007871,5.686622,9.971632000000001,7.608115,5.189415,4.1111889999999995,7.988592999999999
Zm00001d007872,38.563679,25.104046,32.896912,84.10075400000001,87.245598,76.32605
Zm00001d007873,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007874,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007875,0.010773,0.0,0.0,0.036652,0.031041000000000003,0.059983
Zm00001d007876,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007877,17.177059,23.735654999999998,14.245473,10.049363,9.016237,8.208311
Zm00001d007878,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007881,35.762671999999995,58.054522999999996,30.077717,25.679787,22.227722,22.094507
Zm00001d007882,0.048752,0.24169000000000002,0.07611799999999999,0.27262,0.06498,0.120468
Zm00001d007883,0.075839,0.11315599999999999,0.049102,0.142561,0.016898,0.13763699999999998
Zm00001d007884,125.32256299999999,104.592499,116.59461999999999,144.8806,145.172104,127.18721000000001
Zm00001d007885,1.203938,2.131405,0.397507,2.062321,0.9524520000000001,0.47700299999999995
Zm00001d007886,35.733444,43.633018,43.832863,37.920722999999995,27.262953000000003,38.685646000000006
Zm00001d007888,22.408854,21.797434,22.891981,18.956831,16.783278,20.013214
Zm00001d007889,98.348213,125.02183500000001,115.62946299999999,106.991295,89.583832,118.667717
Zm00001d007890,59.890327,61.785488,57.396351,41.818661,32.964687,55.057109999999994
Zm00001d007891,12.009030000000001,8.200073,12.470987,19.677401,33.932114,21.946638
Zm00001d007892,54.325905000000006,57.470135,57.596729,49.634125,49.230511,44.403526
Zm00001d007893,0.0,0.064572,0.0,0.0,0.0,0.0
Zm00001d007894,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007895,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007896,8.682628,13.934916000000001,8.360285000000001,12.12687,10.992936,11.185766000000001
Zm00001d007897,353.284668,240.159592,260.58691400000004,44.877014,58.632583999999994,44.620056
Zm00001d007898,117.50334199999999,120.48226899999999,123.926933,123.106178,101.95082099999999,117.55959299999999
Zm00001d007899,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007900,44.081612,46.971493,46.061996,36.242828,36.034766999999995,40.77433
Zm00001d007901,3.2553970000000003,4.486117,4.0589949999999995,0.662717,0.312227,0.6938449999999999
Zm00001d007902,35.996696,38.721615,37.894508,31.51623,31.535154,38.849564
Zm00001d007903,0.009942,0.069879,0.050779000000000005,0.008499,0.053850999999999996,0.0
Zm00001d007904,44.526672,68.472504,58.507103,51.756904999999996,40.813961,58.664584999999995
Zm00001d007905,25.42985,39.315559,33.40226,30.748397999999998,23.158373,32.040646
Zm00001d007906,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007907,21.980875,26.027273,25.606594,30.260382,21.47114,26.662903000000004
Zm00001d007908,0.0,0.0,0.0,0.0,0.074527,0.0
Zm00001d007909,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007910,0.0,0.0,0.0,0.085024,0.203423,0.0
Zm00001d007911,0.0,0.0,0.0,0.0,0.0,0.053015
Zm00001d007912,25.076811,36.121596999999994,32.178509000000005,28.225687,21.562195000000003,27.06996
Zm00001d007913,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007915,6.269906,7.176661,6.5502650000000004,0.7977770000000001,0.497853,0.351083
Zm00001d007916,0.0,0.06987,0.142861,0.0,0.0,0.0
Zm00001d007917,0.20255399999999998,0.237411,0.0,0.0,0.0,0.0
Zm00001d007918,0.037736,0.038689999999999995,0.0,0.050033999999999995,0.042374,0.067785
Zm00001d007919,0.037801,0.0,0.0,0.0,0.023794,0.0
Zm00001d007920,0.0,0.005832,0.006645999999999999,0.0,0.0,0.0
Zm00001d007921,0.188771,0.0,0.13075599999999998,0.272486,0.363699,0.352535
Zm00001d007922,0.075487,0.0,0.0,0.138992,0.433633,0.413033
Zm00001d007923,0.7828390000000001,1.41545,0.7100770000000001,0.287337,0.384246,0.295609
Zm00001d007924,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007925,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007926,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007927,2.96163,2.35141,2.6900169999999997,2.017681,1.619976,2.4936439999999997
Zm00001d007929,15.093035999999998,19.575820999999998,19.753110999999997,15.413019,15.207870000000002,15.596198000000001
Zm00001d007930,85.85965,91.361671,98.54438,76.13832099999999,75.55295600000001,71.743881
Zm00001d007931,0.0,0.027589,0.032373,0.029162999999999998,0.030667000000000003,0.0
Zm00001d007932,8.582742,12.209097,12.72071,0.0,0.0,0.029517
Zm00001d007933,0.036315,0.173253,0.075295,0.736617,0.41902700000000004,0.334873
Zm00001d007934,22.235810999999998,29.222858000000002,24.651186,22.674828,19.189501,26.672242999999998
Zm00001d007935,0.232938,0.0,0.095789,0.10877,0.094421,0.0
Zm00001d007936,12.723706,17.117479,6.031662,16.562876,12.168066,12.212563000000001
Zm00001d007937,12.690402,11.527489,12.070679,13.698595999999998,11.969650999999999,10.339115
Zm00001d007938,26.139664,41.250607,37.216602,34.747741999999995,27.686014,36.966965
Zm00001d007939,2.847716,1.555252,2.1297040000000003,0.5391699999999999,2.2761419999999997,2.452961
Zm00001d007940,70.321342,60.689629000000004,67.531631,78.919601,106.325943,73.274521
Zm00001d007941,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007942,48.176788,66.723366,62.790886,56.717712,46.265041,59.364433
Zm00001d007943,15.867681,28.739649,25.614608999999998,22.185709,14.618323,23.307089
Zm00001d007945,21.323801,32.856674,27.723896000000003,26.380428000000002,19.828423,21.966182999999997
Zm00001d007946,0.273336,1.386941,0.693098,3.304671,2.340825,1.580919
Zm00001d007947,57.794956000000006,68.304573,61.544201,38.400978,28.666512,47.111629
Zm00001d007948,0.504767,0.662149,0.385828,0.313515,0.084018,0.0
Zm00001d007949,180.459488,175.52148400000002,178.54208400000002,113.887192,102.430695,146.26803600000002
Zm00001d007951,129.05545,131.374512,129.516113,117.922661,109.05342900000001,123.784279
Zm00001d007952,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007953,0.0,0.0,0.0,0.0,0.0,0.029999
Zm00001d007954,8.843347999999999,14.151572,12.985818,3.473954,3.1701610000000002,3.4558519999999997
Zm00001d007955,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007956,0.211914,0.290085,0.168026,0.0,0.0,0.0
Zm00001d007957,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007958,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007959,1.752996,2.3469,2.846294,3.867915,2.509175,3.3598449999999995
Zm00001d007960,177.924759,178.004578,190.522537,115.157921,97.91810600000001,141.08154299999998
Zm00001d007961,27.868204,41.807575,16.670345,14.422438,12.919519000000001,14.221213
Zm00001d007962,6.538130000000001,6.785373,3.8780040000000002,8.137027999999999,8.19014,5.370766000000001
Zm00001d007963,0.0,0.0,0.0,0.0,0.0,0.010942
Zm00001d007964,0.059642999999999995,0.154657,0.154224,0.0,0.0,0.001312
Zm00001d007965,5.201707,8.496416,8.742047,7.918852,5.80725,7.523548
Zm00001d007966,57.918170999999994,70.533218,65.68261700000001,50.218338,42.494564000000004,62.059105
Zm00001d007967,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007968,1.215681,0.797895,0.173733,5.964852,5.2845260000000005,6.540333
Zm00001d007969,0.10510599999999999,0.034049,0.18596300000000002,1.2811190000000001,1.122851,0.962722
Zm00001d007971,0.0,0.0,0.0,0.02291,0.0,0.0
Zm00001d007972,216.387619,176.83847,163.541199,143.898315,148.934921,168.920288
Zm00001d007973,0.032559,0.0,0.0,0.031639,0.0,0.034226
Zm00001d007974,0.0,0.0,0.0,0.135671,0.19852899999999998,0.0
Zm00001d007975,36.393284,41.24044,43.212776,48.098602,42.098507,48.198184999999995
Zm00001d007976,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007977,0.0,0.08860599999999999,0.008123,0.0,0.0,0.0
Zm00001d007978,72.404457,89.258583,84.605576,104.74778,84.92746,124.97418200000001
Zm00001d007980,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007981,56.61030600000001,47.27895,53.421882999999994,30.056828000000003,28.761153999999998,33.627918
Zm00001d007982,4.124553,5.2021239999999995,5.789559,6.328174,5.438125,6.147042
Zm00001d007983,0.0,0.0,0.0,0.065462,0.098721,0.145576
Zm00001d007984,0.0,0.160064,0.139126,0.0,0.0,0.0
Zm00001d007985,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007986,0.5582060000000001,0.710287,0.069161,0.0,0.0,0.82226
Zm00001d007987,0.281737,0.492325,0.351224,0.23733,0.239499,0.270041
Zm00001d007988,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007989,6.024971,10.290113,10.191978,8.801136,5.515397,8.654203
Zm00001d007990,6.225042,8.177245,7.775336,7.647121,4.271854,6.353306
Zm00001d007991,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007992,0.189422,0.397464,0.0,0.5790529999999999,0.828685,0.43071800000000005
Zm00001d007993,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007994,1.224605,0.7356520000000001,0.656921,0.0,0.0,0.0
Zm00001d007995,0.086889,0.17965899999999999,0.0,0.0,0.116336,0.0
Zm00001d007996,0.224392,0.112399,0.32703499999999996,0.133484,0.203899,0.174103
Zm00001d007997,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007998,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d007999,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001d008000,0.350323,0.6373880000000001,0.5272399999999999,0.0,0.0,0.0
Zm00001d008001,1.365976,2.639495,3.5370220000000003,18.931328,15.285039999999999,21.007587
Zm00001d008002,0.021258000000000003,0.0,0.24916,0.0,0.0,0.0
Zm00001d008003,13.276831,11.721504,16.312263,35.041256,40.391113,27.541635999999997
Zm00001d008004,0.883783,0.580773,0.362699,1.1237840000000001,1.599482,0.809132
Zm00001d008005,11.072111,7.424586,13.459266,18.347707999999997,23.468992,16.054501000000002
Zm00001d008006,0.582372,0.281775,0.25350900000000004,2.4873540000000003,2.15204,1.7517490000000002
